 1553212918, 10.129.15.238,        1553212915, 3
 1553212918, 10.22.52.45,        1553212914, 4
 1553212918, 10.22.52.65,        1553212915, 3
 1553212918, 10.22.52.25,        1553212915, 3
 1553212918, 10.4.63.40,        1553212916, 2
 1553212918, 10.129.15.197,        1553212915, 3
 1553212918, 10.129.15.85,        1553212916, 2
 1553212918, 10.22.52.55,        1553212916, 2
 1553212918, 10.22.52.75,        1553212916, 2
 1553212918, 10.22.52.65,        1553212916, 2
 1553212918, 10.22.52.15,        1553212916, 2
 1553212918, 10.4.117.77,        1553212915, 3
 1553212918, 10.4.227.46,        1553212916, 2
 1553212918, 10.22.52.25,        1553212916, 2
 1553212921, 10.46.130.30,        1553212918, 3
 1553212921, 10.4.87.46,        1553212917, 4
 1553212921, 10.129.15.197,        1553212917, 4
 1553212921, 10.129.15.55,        1553212918, 3
 1553212921, 10.129.15.206,        1553212917, 4
 1553212921, 10.129.15.95,        1553212918, 3
 1553212921, 10.129.15.105,        1553212918, 3
 1553212921, 10.22.52.55,        1553212917, 4
 1553212921, 10.22.52.45,        1553212918, 3
 1553212921, 10.22.52.65,        1553212917, 4
 1553212921, 10.22.52.15,        1553212918, 3
 1553212921, 10.22.52.25,        1553212918, 3
 1553212921, 10.129.15.145,        1553212918, 3
 1553212921, 10.129.15.165,        1553212918, 3
 1553212921, 10.129.15.241,        1553212918, 3
 1553212922, 10.129.15.185,        1553212919, 3
 1553212922, 10.4.18.34,        1553212918, 4
 1553212922, 10.22.52.55,        1553212919, 3
 1553212922, 10.129.15.18,        1553212918, 4
 1553212922, 10.22.52.75,        1553212918, 4
 1553212922, 10.22.52.35,        1553212919, 3
 1553212922, 10.129.83.6,        1553212918, 4
 1553212922, 10.129.15.235,        1553212919, 3
 1553212922, 10.129.15.232,        1553212918, 4
 1553212922, 10.129.15.198,        1553212918, 4
 1553212922, 10.129.15.175,        1553212918, 4
 1553212922, 10.129.15.195,        1553212919, 3
 1553212922, 10.129.15.238,        1553212918, 4
 1553212922, 10.129.15.115,        1553212919, 3
 1553212922, 10.22.52.45,        1553212919, 3
 1553212922, 10.22.52.65,        1553212919, 3
 1553212922, 10.22.52.25,        1553212919, 3
 1553212922, 10.22.52.85,        1553212920, 2
 1553212922, 10.129.15.145,        1553212919, 3
 1553212922, 10.129.15.155,        1553212920, 2
 1553212922, 10.129.15.175,        1553212919, 3
 1553212922, 10.43.42.218,        1553212919, 3
 1553212922, 10.22.52.55,        1553212919, 3
 1553212922, 10.22.52.65,        1553212920, 2
 1553212922, 10.22.52.15,        1553212920, 2
 1553212922, 10.22.52.35,        1553212920, 2
 1553212922, 10.22.52.25,        1553212920, 2
 1553212979, 10.22.52.85,        1553212920, 59
 1553212981, 10.129.15.196,        1553212921, 60
 1553212981, 10.129.15.205,        1553212920, 61
 1553212986, 10.129.15.75,        1553212921, 65
 1553212986, 10.129.15.236,        1553212920, 66
 1553212986, 10.22.52.55,        1553212921, 65
 1553212986, 10.7.16.43,        1553212921, 65
 1553212986, 10.22.52.45,        1553212921, 65
 1553212986, 10.22.52.75,        1553212921, 65
 1553212986, 10.22.52.65,        1553212921, 65
 1553212986, 10.22.52.25,        1553212921, 65
 1553212986, 10.129.78.115,        1553212922, 64
 1553212986, 10.22.52.85,        1553212923, 63
 1553212986, 10.22.52.30,        1553212922, 64
 1553212986, 10.129.15.145,        1553212922, 64
 1553212986, 10.129.15.196,        1553212922, 64
 1553212986, 10.129.15.185,        1553212922, 64
 1553212986, 10.22.97.21,        1553212922, 64
 1553212986, 10.129.15.237,        1553212922, 64
 1553212986, 10.129.15.236,        1553212922, 64
 1553212986, 10.129.15.115,        1553212923, 63
 1553212986, 10.22.52.55,        1553212922, 64
 1553212986, 10.22.52.45,        1553212923, 63
 1553212986, 10.4.36.40,        1553212921, 65
 1553212986, 10.22.52.65,        1553212923, 63
 1553212986, 10.22.52.15,        1553212922, 64
 1553212986, 10.22.52.35,        1553212923, 63
 1553212986, 10.22.52.25,        1553212922, 64
 1553212986, 10.124.33.102,        1553212925, 61
 1553212986, 10.2.212.205,        1553212925, 61
 1553212986, 10.129.78.115,        1553212923, 63
 1553212986, 10.4.234.49,        1553212925, 61
 1553212986, 10.121.1.54,        1553212925, 61
 1553212986, 10.121.6.173,        1553212925, 61
 1553212986, 10.127.208.178,        1553212925, 61
 1553212986, 10.22.52.55,        1553212923, 63
 1553212986, 10.129.31.24,        1553212925, 61
 1553212987, 10.46.130.23,        1553212923, 64
 1553212987, 10.128.15.15,        1553212923, 64
 1553212987, 10.4.35.126,        1553212925, 62
 1553212987, 10.129.15.135,        1553212923, 64
 1553212987, 10.4.127.79,        1553212925, 62
 1553212987, 10.129.15.198,        1553212923, 64
 1553212987, 10.128.36.248,        1553212923, 64
 1553212987, 10.129.15.65,        1553212923, 64
 1553212987, 10.4.93.114,        1553212923, 64
 1553212987, 10.129.15.40,        1553212923, 64
 1553212987, 10.7.86.71,        1553212925, 62
 1553212987, 10.22.52.65,        1553212923, 64
 1553212987, 10.4.62.129,        1553212925, 62
 1553212987, 10.4.234.112,        1553212925, 62
 1553212987, 10.48.7.171,        1553212925, 62
 1553212987, 10.2.163.75,        1553212925, 62
 1553212987, 10.128.28.16,        1553212925, 62
 1553212987, 10.4.63.162,        1553212925, 62
 1553212987, 10.4.171.99,        1553212925, 62
 1553212987, 10.87.64.168,        1553212925, 62
 1553212987, 10.77.1.125,        1553212925, 62
 1553212987, 10.25.57.86,        1553212925, 62
 1553212987, 10.4.79.137,        1553212925, 62
 1553212987, 10.46.220.125,        1553212925, 62
 1553212987, 10.131.54.133,        1553212925, 62
 1553212987, 10.25.61.250,        1553212925, 62
 1553212987, 10.87.89.50,        1553212925, 62
 1553212987, 10.4.146.51,        1553212925, 62
 1553212987, 10.21.6.21,        1553212925, 62
 1553212987, 10.83.128.41,        1553212925, 62
 1553212987, 10.4.35.39,        1553212925, 62
 1553212987, 10.129.78.80,        1553212925, 62
 1553212987, 10.7.16.29,        1553212925, 62
 1553212987, 10.61.9.36,        1553212925, 62
 1553212987, 10.25.54.16,        1553212925, 62
 1553212987, 10.25.60.245,        1553212925, 62
 1553212987, 10.87.89.138,        1553212925, 62
 1553212987, 10.79.129.145,        1553212925, 62
 1553212987, 10.25.34.129,        1553212925, 62
 1553212987, 10.87.140.201,        1553212925, 62
 1553212987, 10.35.24.130,        1553212925, 62
 1553212987, 10.87.76.232,        1553212925, 62
 1553212987, 10.87.21.136,        1553212925, 62
 1553212987, 10.79.129.200,        1553212925, 62
 1553212987, 10.25.52.222,        1553212925, 62
 1553212987, 10.21.50.11,        1553212925, 62
 1553212987, 10.106.212.145,        1553212925, 62
 1553212987, 10.25.60.96,        1553212925, 62
 1553212987, 10.79.129.199,        1553212925, 62
 1553212987, 10.4.106.85,        1553212925, 62
 1553212987, 10.87.146.135,        1553212925, 62
 1553212987, 10.2.215.179,        1553212925, 62
 1553212987, 10.50.110.146,        1553212925, 62
 1553212987, 10.79.90.162,        1553212925, 62
 1553212987, 10.83.171.162,        1553212925, 62
 1553212987, 10.79.90.166,        1553212925, 62
 1553212987, 10.87.140.137,        1553212925, 62
 1553212987, 10.77.252.118,        1553212925, 62
 1553212987, 10.89.196.209,        1553212925, 62
 1553212987, 10.87.131.166,        1553212925, 62
 1553212987, 10.4.146.101,        1553212925, 62
 1553212987, 10.25.50.30,        1553212925, 62
 1553212987, 10.2.202.143,        1553212925, 62
 1553212987, 10.131.161.14,        1553212925, 62
 1553212987, 10.77.92.132,        1553212925, 62
 1553212987, 10.25.33.211,        1553212925, 62
 1553212987, 10.83.236.30,        1553212925, 62
 1553212987, 10.78.4.167,        1553212925, 62
 1553212987, 10.87.150.199,        1553212925, 62
 1553212987, 10.87.77.201,        1553212925, 62
 1553212987, 10.87.77.245,        1553212925, 62
 1553212987, 10.21.38.60,        1553212925, 62
 1553212987, 10.25.33.122,        1553212925, 62
 1553212987, 10.25.58.92,        1553212925, 62
 1553212987, 10.51.193.167,        1553212925, 62
 1553212987, 10.84.145.198,        1553212925, 62
 1553212987, 10.51.142.20,        1553212925, 62
 1553212987, 10.87.143.176,        1553212925, 62
 1553212987, 10.87.106.229,        1553212925, 62
 1553212987, 10.79.143.203,        1553212925, 62
 1553212987, 10.79.129.79,        1553212925, 62
 1553212987, 10.25.60.4,        1553212925, 62
